OrderNumber,PizzaNumber,ReceivedTime,Canceled,CancelReason,StartedTime,ReadyTime,Dough,Sauce,Cheese,Toppings,PizzaIngredDesc
29,4,07-Jun-2021 17:35:41,0,NC,07-Jun-2021 17:35:50,07-Jun-2021 17:46:59,0.482106907185504,0.26630977016185,0.362019438703829,0.202404105639127,"Order #29, Pizza 4 of 4: sweet peppers, prosciutto"
30,1,07-Jun-2021 17:42:20,0,NC,07-Jun-2021 17:42:20,07-Jun-2021 17:53:10,0.468367751457625,0.262022040649366,0.475325362844431,0.234596827831447,"Order #30, Pizza 1 of 3: pepperoni, artichokes, heavy cheese"
30,2,07-Jun-2021 17:42:20,0,NC,07-Jun-2021 17:42:20,07-Jun-2021 17:53:21,0.42539972241098,0.246040827347763,0.373814306955364,0.195233969908205,"Order #30, Pizza 2 of 3: sausage, onions"
30,3,07-Jun-2021 17:42:20,0,NC,07-Jun-2021 17:42:20,07-Jun-2021 17:53:33,0.401315404420934,0.267341651058947,0.280004827744495,0.117969519787543,"Order #30, Pizza 3 of 3: pepperoni"
32,1,07-Jun-2021 17:56:39,0,NC,07-Jun-2021 17:56:39,07-Jun-2021 18:07:40,0.4646962738473,0.252033248874007,0.354517788680842,0.276666699396107,"Order #32, Pizza 1 of 1: extra pineapple, bacon"
31,1,07-Jun-2021 17:57:25,0,NC,07-Jun-2021 17:57:25,07-Jun-2021 18:08:28,0.301656073384824,0.246630602434491,0.306266261750416,0.110826688714388,"Order #31, Pizza 1 of 1: chicken"
33,1,07-Jun-2021 17:58:42,0,NC,07-Jun-2021 17:58:42,07-Jun-2021 18:09:32,0.469664388151507,0.156330007215954,0.325656779596802,0.0793563131185566,"Order #33, Pizza 1 of 3: bacon, light sauce"
33,2,07-Jun-2021 17:58:42,0,NC,07-Jun-2021 17:58:42,07-Jun-2021 18:09:38,0.303148905301185,0.248615714919559,0.351419179433503,0.104716193451525,"Order #33, Pizza 2 of 3: pepperoni"
33,3,07-Jun-2021 17:58:42,0,NC,07-Jun-2021 17:58:42,07-Jun-2021 18:09:47,0.481141296307461,0.324334877907905,0.42113023597164,0,"Order #33, Pizza 3 of 3: cheese, heavy sauce"
34,1,07-Jun-2021 18:03:08,0,NC,07-Jun-2021 18:03:08,07-Jun-2021 18:14:16,0.556497270805198,0.243997779887686,0.344387131117745,0.193098680568654,"Order #34, Pizza 1 of 1: sausage, pepperoni"
35,1,07-Jun-2021 18:06:39,0,NC,07-Jun-2021 18:06:39,07-Jun-2021 18:17:31,0.464126223571385,0.290067812217245,0.333441109001031,0.291359923125444,"Order #35, Pizza 1 of 5: onions, sweet peppers, tomato"
35,2,07-Jun-2021 18:06:39,0,NC,07-Jun-2021 18:06:39,07-Jun-2021 18:17:43,0.531024149141038,0.129137833973247,0.341479396694358,0.0912371728879571,"Order #35, Pizza 2 of 5: broccoli, light sauce"
35,3,07-Jun-2021 18:06:39,0,NC,07-Jun-2021 18:06:39,07-Jun-2021 18:17:44,0.501915258989087,0.217909686628059,0.378235400773977,0.32915935561324,"Order #35, Pizza 3 of 5: chicken, eggplant, artichokes"
35,4,07-Jun-2021 18:06:39,0,NC,07-Jun-2021 18:06:39,07-Jun-2021 18:17:49,0.417306054816294,0.239367597649859,0.488092114239625,0.189554990300129,"Order #35, Pizza 4 of 5: onions, eggplant, heavy cheese"
35,5,07-Jun-2021 18:06:39,0,NC,07-Jun-2021 18:07:16,07-Jun-2021 18:18:25,0.453797705861986,0.206130114423308,0.506215500568047,0.114270866051281,"Order #35, Pizza 5 of 5: mushroom, heavy cheese"
36,1,07-Jun-2021 18:17:32,0,NC,07-Jun-2021 18:17:32,07-Jun-2021 18:28:29,0.47539261865876,0.217226685401322,0.326916576654482,0,"Order #36, Pizza 1 of 10: cheese"
36,2,07-Jun-2021 18:17:32,0,NC,07-Jun-2021 18:17:32,07-Jun-2021 18:28:30,0.459073554898149,0.261017090441149,0.535358795609387,0.323412173200712,"Order #36, Pizza 2 of 10: bacon, tomato, onions, heavy cheese"
36,3,07-Jun-2021 18:17:32,0,NC,07-Jun-2021 18:17:32,07-Jun-2021 18:28:40,0.49157831105069,0.236203789247366,0.30377882526851,0,"Order #36, Pizza 3 of 10: cheese"
36,4,07-Jun-2021 18:17:32,0,NC,07-Jun-2021 18:17:32,07-Jun-2021 18:28:41,0.488068846982267,0.284026693085499,0.500904339372384,0.0999429007971136,"Order #36, Pizza 4 of 10: pepperoni, heavy cheese"
36,5,07-Jun-2021 18:17:32,0,NC,07-Jun-2021 18:18:08,07-Jun-2021 18:29:08,0.523589366384512,0.255831405775416,0.406197337827079,0.111333921950786,"Order #36, Pizza 5 of 10: pepperoni"
36,6,07-Jun-2021 18:17:32,0,NC,07-Jun-2021 18:18:08,07-Jun-2021 18:29:12,0.339390307241572,0.26759354328467,0.382337552126708,0.318478648973779,"Order #36, Pizza 6 of 10: extra sweet peppers, pepperoni"
36,7,07-Jun-2021 18:17:32,0,NC,07-Jun-2021 18:18:13,07-Jun-2021 18:29:21,0.471353395727666,0.141671775606011,0.517019414225012,0.299128315889073,"Order #36, Pizza 7 of 10: extra pineapple, olives, light sauce, heavy cheese"
36,8,07-Jun-2021 18:17:32,0,NC,07-Jun-2021 18:18:25,07-Jun-2021 18:29:30,0.496593862195838,0.222769700902709,0.352580669692444,0.196363135630813,"Order #36, Pizza 8 of 10: bacon, mushroom"
36,9,07-Jun-2021 18:17:32,0,NC,07-Jun-2021 18:18:43,07-Jun-2021 18:29:34,0.374837218724681,0.126461533385701,0.274147820255102,0,"Order #36, Pizza 9 of 10: cheese, light sauce"
36,10,07-Jun-2021 18:17:32,0,NC,07-Jun-2021 18:18:47,07-Jun-2021 18:29:36,0.311965776837705,0.26574133352716,0.286232651189328,0.101862175201176,"Order #36, Pizza 10 of 10: tomato"
37,1,07-Jun-2021 18:20:15,0,NC,07-Jun-2021 18:20:15,07-Jun-2021 18:31:14,0.419747435472819,0.284764898652267,0.348247256585668,0.0674535452706044,"Order #37, Pizza 1 of 1: olives"
38,1,07-Jun-2021 18:28:20,0,NC,07-Jun-2021 18:28:20,07-Jun-2021 18:39:22,0.344269952735192,0.235785298503775,0.362714056762388,0.31244787848344,"Order #38, Pizza 1 of 2: ham, onions, pineapple"
38,2,07-Jun-2021 18:28:20,0,NC,07-Jun-2021 18:28:20,07-Jun-2021 18:39:35,0.463307799396805,0.290486651990877,0.340921981411751,0,"Order #38, Pizza 2 of 2: cheese"
39,1,07-Jun-2021 18:30:08,0,NC,07-Jun-2021 18:30:08,07-Jun-2021 18:41:02,0.378390949161405,0.2309472800576,0.343564529330462,0.301560401619562,"Order #39, Pizza 1 of 3: sausage, pepperoni, artichokes"
39,2,07-Jun-2021 18:30:08,0,NC,07-Jun-2021 18:30:08,07-Jun-2021 18:41:14,0.454238306186049,0.138720621659451,0.335151150100095,0.288864438720993,"Order #39, Pizza 2 of 3: onions, mushroom, olives, light sauce"
39,3,07-Jun-2021 18:30:08,0,NC,07-Jun-2021 18:30:08,07-Jun-2021 18:41:19,0.501790470761284,0.300175449463702,0.241943230421458,0.323138433066548,"Order #39, Pizza 3 of 3: sweet peppers, sausage, broccoli, light cheese"
40,1,07-Jun-2021 18:34:46,0,NC,07-Jun-2021 18:34:46,07-Jun-2021 18:45:38,0.431846384054085,0.227594899970232,0.377602075914312,0,"Order #40, Pizza 1 of 3: cheese"
40,2,07-Jun-2021 18:34:46,0,NC,07-Jun-2021 18:34:46,07-Jun-2021 18:45:47,0.555950835932818,0.122294746336095,0.344620854217783,0.195010218710521,"Order #40, Pizza 2 of 3: sausage, olives, light sauce"
40,3,07-Jun-2021 18:34:46,0,NC,07-Jun-2021 18:34:46,07-Jun-2021 18:45:50,0.490299524458986,0.270940665337959,0.426340493214329,0.294392242315482,"Order #40, Pizza 3 of 3: extra mushroom, tomato"
41,1,07-Jun-2021 18:36:25,0,NC,07-Jun-2021 18:36:25,07-Jun-2021 18:47:34,0.442830201300703,0.256968823999046,0.465040821398844,0.18541505464741,"Order #41, Pizza 1 of 2: mushroom, onions, heavy cheese"
41,2,07-Jun-2021 18:36:25,0,NC,07-Jun-2021 18:36:25,07-Jun-2021 18:47:36,0.336738134274565,0.222780737412126,0.333549962978711,0.308788222231074,"Order #41, Pizza 2 of 2: extra pineapple, ham"
42,1,07-Jun-2021 18:38:18,0,NC,07-Jun-2021 18:38:18,07-Jun-2021 18:49:12,0.423972177571161,0.218613690593186,0.477129071266022,0.0732404669287548,"Order #42, Pizza 1 of 4: sausage, heavy cheese"
42,2,07-Jun-2021 18:38:18,0,NC,07-Jun-2021 18:38:18,07-Jun-2021 18:49:18,0.452423921903055,0.117389142145055,0.366170138604374,0.241000854658757,"Order #42, Pizza 2 of 4: chicken, tomato, light sauce"
42,3,07-Jun-2021 18:38:18,0,NC,07-Jun-2021 18:38:18,07-Jun-2021 18:49:19,0.353307835620784,0.221471276810406,0.2207184881624,0.0957346562338528,"Order #42, Pizza 3 of 4: salami"
42,4,07-Jun-2021 18:38:18,0,NC,07-Jun-2021 18:38:18,07-Jun-2021 18:49:25,0.476147219901039,0.270756312789705,0.314142153979901,0,"Order #42, Pizza 4 of 4: cheese"
43,1,07-Jun-2021 18:53:01,0,NC,07-Jun-2021 18:53:01,07-Jun-2021 19:04:03,0.459640047975951,0.240603812735511,0.397910858972595,0.172295603977783,"Order #43, Pizza 1 of 1: sausage, artichokes"
44,1,07-Jun-2021 18:55:42,0,NC,07-Jun-2021 18:55:42,07-Jun-2021 19:06:44,0.293459683661446,0.259933687832731,0.366029519925878,0.219408955767091,"Order #44, Pizza 1 of 1: mushroom, eggplant"
45,1,07-Jun-2021 18:57:37,0,NC,07-Jun-2021 18:57:37,07-Jun-2021 19:08:39,0.404514434368832,0.226133884182196,0.356929894873283,0.192927548014013,"Order #45, Pizza 1 of 8: sweet peppers, chicken"
45,2,07-Jun-2021 18:57:37,0,NC,07-Jun-2021 18:57:37,07-Jun-2021 19:08:40,0.534264366331964,0.159959612460935,0.162546940115359,0.314551440738314,"Order #45, Pizza 2 of 8: onions, olives, sweet peppers, light sauce, light cheese"
45,3,07-Jun-2021 18:57:37,0,NC,07-Jun-2021 18:57:37,07-Jun-2021 19:08:42,0.453714762135026,0.248757217503913,0.287979421008818,0.316034081406546,"Order #45, Pizza 3 of 8: sausage, olives, mushroom"
45,4,07-Jun-2021 18:57:37,0,NC,07-Jun-2021 18:57:37,07-Jun-2021 19:08:45,0.388154871827821,0.164348846310147,0.304866787596656,0.106319717614172,"Order #45, Pizza 4 of 8: mushroom, light sauce"
45,5,07-Jun-2021 18:57:37,0,NC,07-Jun-2021 18:58:20,07-Jun-2021 19:09:16,0.326729825451369,0.258240707562235,0.330001391128826,0.19272438498238,"Order #45, Pizza 5 of 8: onions, sweet peppers"
45,6,07-Jun-2021 18:57:37,0,NC,07-Jun-2021 18:58:15,07-Jun-2021 19:09:21,0.562522811046143,0.263230724882468,0.387186411376786,0.310822788268343,"Order #45, Pizza 6 of 8: olives, prosciutto, tomato"
45,7,07-Jun-2021 18:57:37,0,NC,07-Jun-2021 18:58:30,07-Jun-2021 19:09:37,0.402058236796644,0.245853936807048,0.234141633362579,0.186944579758821,"Order #45, Pizza 7 of 8: mushroom, artichokes, light cheese"
45,8,07-Jun-2021 18:57:37,0,NC,07-Jun-2021 18:58:31,07-Jun-2021 19:09:40,0.488178182800614,0.244636342361732,0.312467948469247,0.0857735457894772,"Order #45, Pizza 8 of 8: pineapple"
46,1,07-Jun-2021 18:58:45,0,NC,07-Jun-2021 18:59:03,07-Jun-2021 19:09:55,0.493250647185156,0.262790346062217,0.493725183410918,0.110817402875279,"Order #46, Pizza 1 of 2: pineapple, heavy cheese"
46,2,07-Jun-2021 18:58:45,0,NC,07-Jun-2021 18:58:53,07-Jun-2021 19:10:00,0.454915638686728,0.131762029914227,0.184066675220875,0.185314574828182,"Order #46, Pizza 2 of 2: ham, artichokes, light sauce, light cheese"
47,1,07-Jun-2021 19:00:20,0,NC,07-Jun-2021 19:00:20,07-Jun-2021 19:11:17,0.348994812429763,0.277689970227085,0.460417492837265,0.108978422400383,"Order #47, Pizza 1 of 2: salami, heavy cheese"
47,2,07-Jun-2021 19:00:20,0,NC,07-Jun-2021 19:00:20,07-Jun-2021 19:11:19,0.420939322202586,0.244266309335776,0.227080458428517,0.108112107452811,"Order #47, Pizza 2 of 2: pepperoni"
